label,text
spam,"Invierte $10,000 hoy y multiplica tus ganancias con ClickPremio. Info: http://bit.ly/premio"
spam,"Solo por hoy: Compra 1 y lleva 2 en GanaYa, oferta valida en www.oferta-flash.com"
spam,"Oferta exclusiva solo hoy: 90% de descuento en TeleMovil, no te la pierdas http://gana-hoy.info"
spam,"Tu suscripción de MegaPromo fue cancelada, reactívala gratis en www.reclama-ya.net"
ham,"Voy a estar fuera de la ciudad a las 8am, cualquier cosa me escribes."
ham,"Miguel dice que la reunión es en el gimnasio, confírmame si puedes ir."
ham,"Hola María, ¿nos vemos después de clase en la reunión?"
spam,Confirma tus datos bancarios para recibir tu reembolso de $250: http://gana-hoy.info
spam,"GRATIS por tiempo limitado: Recarga $1,000 en tu celular. Entra a http://claim-now.co"
ham,"Carlos, ya llegué a la universidad, avísame cuando estés cerca."
spam,100% GRATIS: Descarga la app y gana $500 al instante http://bit.ly/premio
ham,"Oye Pedro, ¿tienes en la tarde libre para hablar?"
spam,CLICK AQUI para reclamar tu premio de GanaYa antes de que caduque: http://bit.ly/premio
spam,IMPORTANTE: actualiza tu método de pago de CryptoBoom en www.oferta-flash.com o perderás el servicio
spam,"Trabaja desde casa y gana $2,500 semanales, inscríbete en www.reclama-ya.net"
ham,"Llámame cuando puedas, es sobre lo de el café de siempre."
spam,GANADOR: Tu número fue seleccionado para un premio de ClickPremio. Click aquí: http://claim-now.co
ham,"Nos juntamos en la reunión en 20 minutos, lleva tu laptop."
spam,Invierte $500 hoy y multiplica tus ganancias con NetFlixPro. Info: http://claim-now.co
spam,"Recibe $5,000 gratis al registrarte hoy en FastLoan: www.reclama-ya.net"
ham,"El médico me dio cita a las 8am, no voy a poder ir a la oficina."
ham,"Pedro, te comparto mis apuntes de la clase de en 20 minutos."
ham,"Ya entregué el pago de $500 de la universidad, guardé el recibo."
spam,"Última oportunidad: tu paquete está retenido, paga $99 de aduana aquí www.oferta-flash.com"
spam,"Tu suscripción de NetFlixPro fue cancelada, reactívala gratis en http://claim-now.co"
ham,"Valentina dice que la reunión es en el gimnasio, confírmame si puedes ir."
spam,Invierte $99 hoy y multiplica tus ganancias con NetFlixPro. Info: http://gana-hoy.info
ham,"María, te comparto mis apuntes de la clase de a las 5."
ham,"Hola Miguel, ¿nos vemos a las 8am en la universidad?"
ham,"Feliz aniversario, Sofía. Gracias por todo este tiempo juntos."
ham,"Luis, te comparto mis apuntes de la clase de el viernes."
spam,"Marca al 809-555-0114 para reclamar tu premio de SuperCredit, oferta vence hoy"
spam,"Invierte $10,000 hoy y multiplica tus ganancias con SuperCredit. Info: www.oferta-flash.com"
spam,"¡No lo pienses más! Gana $10,000 respondiendo esta encuesta: http://free-gift.win"
spam,CLICK AQUI para reclamar tu premio de TeleMovil antes de que caduque: www.reclama-ya.net
ham,"Camila, te comparto mis apuntes de la clase de en la tarde."
ham,"Oye Fernanda, ¿tienes en 20 minutos libre para hablar?"
ham,"Hola Pedro, ¿nos vemos después de clase en la oficina?"
ham,¿Puedes mandarme el archivo del reporte antes de el sábado?
spam,"Enhorabuena, tu número ganó la lotería de AmazPrime. Contacta al 809-555-0145"
ham,"María dice que la reunión es en tu casa, confírmame si puedes ir."
spam,"Invierte $10,000 hoy y multiplica tus ganancias con BancoSeguro. Info: http://free-gift.win"
ham,El profesor movió la clase para mañana.
spam,"Solo por hoy: Compra 1 y lleva 2 en TeleMovil, oferta valida en www.oferta-flash.com"
ham,"Oye Fernanda, ¿tienes después de clase libre para hablar?"
ham,"Camila, ya llegué a tu casa, avísame cuando estés cerca."
spam,¡No lo pienses más! Gana $250 respondiendo esta encuesta: http://claim-now.co
spam,"100% GRATIS: Descarga la app y gana $5,000 al instante http://bit.ly/premio"
ham,"Miguel dice que la reunión es en la reunión, confírmame si puedes ir."
ham,"Todo listo para la presentación de el sábado, ¿nervioso?"
spam,"Congratulations! You have won $250 with TeleMovil, claim now at www.reclama-ya.net"
ham,Te dejo el número de mi contador por si lo necesitas: 809-555-0104
ham,"Llámame cuando puedas, es sobre lo de la universidad."
ham,"Sofía dice que la reunión es en el centro comercial, confírmame si puedes ir."
spam,"Tu envío no pudo entregarse, reprograma pagando $99 en http://free-gift.win"
spam,"Confirma tus datos bancarios para recibir tu reembolso de $10,000: http://bit.ly/premio"
ham,"Diego dice que la reunión es en la universidad, confírmame si puedes ir."
spam,"Se le notifica que tiene una multa pendiente de $99, pague en http://claim-now.co"
ham,Mi mamá pregunta si vienes a comer el sábado.
spam,GANADOR: Tu número fue seleccionado para un premio de GanaYa. Click aquí: www.oferta-flash.com
ham,¿Puedes mandarme el archivo del reporte antes de a las 5?
ham,"Carlos, te comparto mis apuntes de la clase de mañana."
spam,"Confirma tus datos bancarios para recibir tu reembolso de $1,000: http://bit.ly/premio"
ham,"El médico me dio cita después de clase, no voy a poder ir a el café de siempre."
ham,"Oye Luis, ¿tienes a las 5 libre para hablar?"
ham,"Jorge, te comparto mis apuntes de la clase de el viernes."
spam,"Tu suscripción de SuperCredit fue cancelada, reactívala gratis en http://bit.ly/premio"
ham,"Camila dice que la reunión es en la oficina, confírmame si puedes ir."
spam,IMPORTANTE: actualiza tu método de pago de BancoSeguro en http://claim-now.co o perderás el servicio
spam,"Cliente VIP, tienes acumulado $10,000 en puntos. Canjéalos en http://claim-now.co"
ham,"Tranquilo, no pasa nada, lo resolvemos a las 5."
spam,"Últimas horas: crédito preaprobado de $5,000, deposito inmediato http://claim-now.co"
ham,"Oye Pedro, ¿tienes el lunes libre para hablar?"
ham,"Oye Pedro, ¿tienes a las 8am libre para hablar?"
spam,"Últimas horas: crédito preaprobado de $250, deposito inmediato www.oferta-flash.com"
ham,"Feliz aniversario, Luis. Gracias por todo este tiempo juntos."
ham,"Oye Carlos, ¿tienes el sábado libre para hablar?"
ham,"El médico me dio cita el sábado, no voy a poder ir a la universidad."
spam,Confirma tus datos bancarios para recibir tu reembolso de $500: http://claim-now.co
spam,Confirma tus datos bancarios para recibir tu reembolso de $99: http://claim-now.co
spam,"Congratulations! You have won $1,000 with SuperCredit, claim now at www.reclama-ya.net"
ham,Te dejo el número de mi contador por si lo necesitas: 809-555-0109
ham,"Feliz aniversario, Andrés. Gracias por todo este tiempo juntos."
ham,"Oye Camila, ¿tienes el viernes libre para hablar?"
ham,"El vuelo sale el viernes, nos vemos en el aeropuerto."
ham,"Sofía dice que la reunión es en la reunión, confírmame si puedes ir."
ham,"Hola Miguel, ¿nos vemos a las 5 en la reunión?"
ham,"Llámame cuando puedas, es sobre lo de el centro comercial."
spam,"Enhorabuena, tu número ganó la lotería de SuperCredit. Contacta al 809-555-0143"
ham,"El médico me dio cita en 20 minutos, no voy a poder ir a la universidad."
ham,"Pedro dice que la reunión es en el centro comercial, confírmame si puedes ir."
spam,"Tu suscripción de TeleMovil fue cancelada, reactívala gratis en http://claim-now.co"
ham,"Hola Carlos, ¿nos vemos el viernes en el gimnasio?"
ham,Te dejo el número de mi contador por si lo necesitas: 809-555-0136
spam,"Consigue un préstamo de $1,000 en minutos, sin buros. Aplica en http://claim-now.co"
ham,"Oye Fernanda, ¿tienes a las 8am libre para hablar?"
ham,"Oye Diego, ¿tienes en 20 minutos libre para hablar?"
ham,¿Estás libre esta noche o mejor lo dejamos para mañana?
ham,"Laura dice que la reunión es en la oficina, confírmame si puedes ir."
spam,"Invierte $5,000 hoy y multiplica tus ganancias con FastLoan. Info: http://free-gift.win"
ham,"Luis dice que la reunión es en el gimnasio, confírmame si puedes ir."
ham,"Hola Luis, ¿nos vemos después de clase en la oficina?"
spam,"Tu envío no pudo entregarse, reprograma pagando $250 en http://gana-hoy.info"
ham,"Hola María, ¿nos vemos después de clase en la oficina?"
ham,Mi mamá pregunta si vienes a comer mañana.
ham,"Andrés, ya llegué a tu casa, avísame cuando estés cerca."
ham,Te dejo el número de mi contador por si lo necesitas: 809-555-0130
ham,"Sofía, ya llegué a el gimnasio, avísame cuando estés cerca."
spam,"Trabaja desde casa y gana $99 semanales, inscríbete en www.reclama-ya.net"
ham,"Oye Pedro, ¿tienes mañana libre para hablar?"
ham,"Perdón por no contestar antes, estaba en la universidad."
spam,"Marca al 809-555-0145 para reclamar tu premio de CryptoBoom, oferta vence hoy"
ham,"Camila, ya llegué a la universidad, avísame cuando estés cerca."
ham,"Hola Valentina, ¿nos vemos en 20 minutos en el gimnasio?"
ham,"Nos juntamos en la universidad a las 5, lleva tu laptop."
spam,"100% GRATIS: Descarga la app y gana $1,000 al instante http://claim-now.co"
ham,"Nos juntamos en la oficina después de clase, lleva tu laptop."
spam,"Últimas horas: crédito preaprobado de $2,500, deposito inmediato www.reclama-ya.net"
ham,"Miguel, te comparto mis apuntes de la clase de en 20 minutos."
spam,"Se le notifica que tiene una multa pendiente de $250, pague en http://gana-hoy.info"
spam,"FREE GIFT esperándote, no te lo pierdas, reclama en http://free-gift.win ahora"
ham,"El médico me dio cita después de clase, no voy a poder ir a el centro comercial."
ham,Feliz cumpleaños Carlos! Que la pases increíble.
spam,"Marca al 809-555-0127 para reclamar tu premio de GanaYa, oferta vence hoy"
spam,"100% GRATIS: Descarga la app y gana $2,500 al instante http://free-gift.win"
ham,"Ana dice que la reunión es en el centro comercial, confírmame si puedes ir."
ham,"Nos juntamos en tu casa el lunes, lleva tu laptop."
ham,"María, ya llegué a el centro comercial, avísame cuando estés cerca."
ham,¿Puedes mandarme el archivo del reporte antes de a las 8am?
ham,¿Qué opinas del nuevo horario de el viernes? A mí me acomoda bien.
ham,"Carlos, ya llegué a la reunión, avísame cuando estés cerca."
spam,"Tu envío no pudo entregarse, reprograma pagando $5,000 en http://claim-now.co"
spam,"¡FELICIDADES! Has ganado un premio de $1,000. Reclama ahora en http://free-gift.win"
spam,"Señora/Señor, adeuda $2,500 al SAT, regularice en www.reclama-ya.net o proceda legal"
spam,"Cliente VIP, tienes acumulado $2,500 en puntos. Canjéalos en http://free-gift.win"
ham,"Ana, te comparto mis apuntes de la clase de a las 5."
ham,"Hoy hay tráfico pesado camino a tu casa, sal con tiempo."
ham,"Nos juntamos en tu casa después de clase, lleva tu laptop."
ham,"Hola Juan, ¿nos vemos a las 8am en el café de siempre?"
ham,"Buen provecho, disfruta tu comida en tu casa."
ham,¿Puedes mandarme el archivo del reporte antes de mañana?
spam,"¡No lo pienses más! Gana $1,000 respondiendo esta encuesta: http://free-gift.win"
ham,"Laura, ya llegué a tu casa, avísame cuando estés cerca."
ham,"Hola Jorge, ¿nos vemos en la tarde en el centro comercial?"
ham,"Hola Ana, ¿nos vemos después de clase en tu casa?"
ham,"Hola María, ¿nos vemos en 20 minutos en el gimnasio?"
spam,¡FELICIDADES! Has ganado un premio de $99. Reclama ahora en www.oferta-flash.com
ham,"Hola Juan, ¿nos vemos en 20 minutos en el café de siempre?"
ham,"Hoy hay tráfico pesado camino a el centro comercial, sal con tiempo."
spam,"Solo por hoy: Compra 1 y lleva 2 en FastLoan, oferta valida en http://bit.ly/premio"
spam,"Aprovecha ya! Créditos aprobados al instante hasta $500, sin aval: http://bit.ly/premio"
ham,"Buen provecho, disfruta tu comida en la reunión."
ham,¿Puedes mandarme el archivo del reporte antes de después de clase?
ham,"Ya entregué el pago de $250 de la universidad, guardé el recibo."
spam,CLICK AQUI para reclamar tu premio de AmazPrime antes de que caduque: http://claim-now.co
ham,"Hola Ana, ¿nos vemos a las 8am en el centro comercial?"
spam,"Últimas horas: crédito preaprobado de $1,000, deposito inmediato http://free-gift.win"
ham,"Diego dice que la reunión es en el café de siempre, confírmame si puedes ir."
spam,"Se le notifica que tiene una multa pendiente de $1,000, pague en http://bit.ly/premio"
spam,"Cliente VIP, tienes acumulado $500 en puntos. Canjéalos en http://free-gift.win"
ham,"El médico me dio cita mañana, no voy a poder ir a el centro comercial."
ham,¿Me prestas $99 hasta el viernes? Te los devuelvo con la quincena.
ham,"Actualicé el documento compartido, revisa los cambios cuando puedas."
ham,"Sofía dice que la reunión es en la universidad, confírmame si puedes ir."
ham,"Nos juntamos en la universidad mañana, lleva tu laptop."
ham,Te dejo el número de mi contador por si lo necesitas: 809-555-0140
ham,"Diego, ya llegué a tu casa, avísame cuando estés cerca."
spam,"Tu suscripción de MegaPromo fue cancelada, reactívala gratis en http://free-gift.win"
ham,"¿Me prestas $5,000 hasta el viernes? Te los devuelvo con la quincena."
spam,"Oferta exclusiva solo hoy: 90% de descuento en SuperCredit, no te la pierdas http://gana-hoy.info"
ham,"Hola Laura, ¿nos vemos después de clase en la universidad?"
ham,"El vuelo sale el lunes, nos vemos en el aeropuerto."
ham,¿Vamos a comer algo mañana? Tengo hambre.
spam,IMPORTANTE: actualiza tu método de pago de TeleMovil en http://bit.ly/premio o perderás el servicio
ham,"Tranquilo, no pasa nada, lo resolvemos mañana."
ham,"Laura dice que la reunión es en el café de siempre, confírmame si puedes ir."
ham,"¿Me prestas $1,000 hasta el viernes? Te los devuelvo con la quincena."
ham,Mi mamá pregunta si vienes a comer el viernes.
ham,"Andrés, te comparto mis apuntes de la clase de mañana."
spam,"Última oportunidad: tu paquete está retenido, paga $10,000 de aduana aquí www.reclama-ya.net"
ham,"El médico me dio cita el viernes, no voy a poder ir a el centro comercial."
ham,"Diego, te comparto mis apuntes de la clase de en 20 minutos."
spam,"Última oportunidad: tu paquete está retenido, paga $500 de aduana aquí http://claim-now.co"
ham,"Hola Valentina, ¿nos vemos a las 5 en el centro comercial?"
spam,URGENTE: Tu cuenta de BancoSeguro será suspendida. Verifica ya en www.reclama-ya.net
spam,IMPORTANTE: actualiza tu método de pago de AmazPrime en www.reclama-ya.net o perderás el servicio
spam,"Tu envío no pudo entregarse, reprograma pagando $1,000 en http://free-gift.win"
ham,¿Estás libre esta noche o mejor lo dejamos para el sábado?
ham,"Oye Luis, ¿tienes mañana libre para hablar?"
ham,"Oye Jorge, ¿tienes el sábado libre para hablar?"
ham,¿Puedes recoger a los niños a las 8am? Se me hizo tarde en el trabajo.
ham,"Ana, ya llegué a la oficina, avísame cuando estés cerca."
spam,Recibe $500 gratis al registrarte hoy en MegaPromo: http://bit.ly/premio
spam,"Última oportunidad: tu paquete está retenido, paga $500 de aduana aquí http://gana-hoy.info"
spam,CLICK AQUI para reclamar tu premio de SuperCredit antes de que caduque: www.reclama-ya.net
ham,"Hola Fernanda, ¿nos vemos el sábado en el café de siempre?"
ham,"Nos juntamos en el café de siempre el viernes, lleva tu laptop."
ham,"Oye Valentina, ¿tienes mañana libre para hablar?"
ham,"Hola Miguel, ¿nos vemos el lunes en la universidad?"
spam,"¡FELICIDADES! Has ganado un premio de $2,500. Reclama ahora en www.reclama-ya.net"
ham,"Voy a estar fuera de la ciudad el lunes, cualquier cosa me escribes."
spam,"Marca al 809-555-0157 para reclamar tu premio de MegaPromo, oferta vence hoy"
ham,"Nos juntamos en tu casa a las 5, lleva tu laptop."
spam,"¡No lo pienses más! Gana $1,000 respondiendo esta encuesta: www.oferta-flash.com"
spam,"Consigue un préstamo de $500 en minutos, sin buros. Aplica en http://free-gift.win"
ham,"Juan, te comparto mis apuntes de la clase de el viernes."
ham,"Fernanda, ya llegué a el gimnasio, avísame cuando estés cerca."
ham,Mi mamá pregunta si vienes a comer a las 5.
ham,"Carlos, te comparto mis apuntes de la clase de a las 8am."
spam,"Cliente VIP, tienes acumulado $99 en puntos. Canjéalos en www.oferta-flash.com"
ham,"Diego, te comparto mis apuntes de la clase de después de clase."
ham,"María dice que la reunión es en el centro comercial, confírmame si puedes ir."
spam,¡No lo pienses más! Gana $250 respondiendo esta encuesta: http://free-gift.win
spam,"Recibe $2,500 gratis al registrarte hoy en TeleMovil: www.oferta-flash.com"
ham,¿Puedes mandarme el archivo del reporte antes de el lunes?
ham,"Voy a estar fuera de la ciudad en 20 minutos, cualquier cosa me escribes."
ham,"Miguel dice que la reunión es en la oficina, confírmame si puedes ir."
ham,"El médico me dio cita a las 8am, no voy a poder ir a el gimnasio."
spam,"Se le notifica que tiene una multa pendiente de $500, pague en www.reclama-ya.net"
spam,"Recibe $2,500 gratis al registrarte hoy en AmazPrime: http://gana-hoy.info"
ham,"Hola Luis, ¿nos vemos mañana en el centro comercial?"
spam,"Solo por hoy: Compra 1 y lleva 2 en MegaPromo, oferta valida en http://claim-now.co"
ham,¿Puedes recoger a los niños a las 5? Se me hizo tarde en el trabajo.
ham,"El médico me dio cita en 20 minutos, no voy a poder ir a el gimnasio."
spam,Invierte $99 hoy y multiplica tus ganancias con SuperCredit. Info: http://gana-hoy.info
ham,"Juan, te comparto mis apuntes de la clase de mañana."
ham,"Nos juntamos en tu casa en 20 minutos, lleva tu laptop."
ham,"El médico me dio cita en la tarde, no voy a poder ir a la oficina."
ham,El internet estuvo fallando toda la mañana en el centro comercial.
ham,Feliz cumpleaños Camila! Que la pases increíble.
spam,"¡FELICIDADES! Has ganado un premio de $5,000. Reclama ahora en http://free-gift.win"
ham,"Feliz aniversario, Juan. Gracias por todo este tiempo juntos."
ham,"El médico me dio cita a las 8am, no voy a poder ir a la universidad."
ham,"Hola Sofía, ¿nos vemos a las 5 en el centro comercial?"
ham,¿Qué opinas del nuevo horario de el lunes? A mí me acomoda bien.
ham,"Nos juntamos en el gimnasio en 20 minutos, lleva tu laptop."
